.@TheAcademy did the right thing by ousting Weinstein. https://t.co/1ZouBJ3oJe
"I am consistently amazed by the resilience of people, even in times of crisis -- especially our brave first respond… https://t.co/UTzGXdQ8Zn"
Taking this day to remember the people we lost on 9-11 and their loved ones. We'll never forget you.
Met with @133rdAW last night as they departed to provide relief and support in the Irma response. Thanks to… https://t.co/wxYFrjAzY2
"We don't yet know the damage Irma will do, but if you or your loved ones are in the storm's path: follow emergency… https://t.co/U5b1Nb9MJE"
"Spoke yesterday at celebration of fmr DFL State Chair Rick Stafford's life. He was a legend in politics, advocate of equality &amp; good friend"
"Thought everyone knew what booya was..until I sent out tweet..Here you go: In Minnesota, booya's more than just stew https://t.co/C10rwWvXx7"
A sure sign of fall in MN: a corn maze in Shafer! Nothing like a good corn maze... https://t.co/8ojO2YTjXE
"Sheet metal workers of MN know how to have a picnic: ribs, corn-on-the-cob &amp; 3 huge vats of booya!  (And that's what we ate before noon)"
"Today I met w @ArchbishopHebda, MN DREAMers and local biz &amp; ed leaders on how to #DefendDACA &amp; find a legislative p… https://t.co/ZFNvAk0D7c"
Good bipartisan roundtable discussion yesterday on healthcare solutions w/ governors &amp; colleagues @PattyMurray &amp; @SenAlexander.
‼️ Specialty drug prices tripled over 10-yr period says @UMNews/@AARPpolicy study. My bills would bring down prices. https://t.co/wQs0FYko6S
Bipartisan bill we passed yesterday will get much-needed assistance to areas affected by Harvey &amp; Irma ASAP: https://t.co/MXgLypaKbU
My bill with @JohnCornyn to reduce the national rape kit backlog will bring justice for rape victims.
Good news! Minnesota ranks 1st in ACT scores among states with 100% participation &amp; 5th overall: https://t.co/XPe0StvW7e
Open Skies = fair playing field for all airlines. US carriers shouldn't be threatened by subsidized competition: https://t.co/fwHSMt4rYK
"As the opioid crisis worsens, we must do more to help people who suffer addiction, their families &amp; communities:
https://t.co/YF5nnJhTA2"
Good piece by fmr DHS Sec Chertoff about need to pass my amendment w @LindseyGrahamSC to secure US election data. https://t.co/OzZompmF48
I'm thinking of people I've met in Cuba &amp; Haiti – and the Americans in Puerto Rico &amp; the Virgin Islands – as Irma h… https://t.co/IKM2IAVrgJ
#DACA recipients know only one home: the United States. I strongly disagree w the admin's decision today.… https://t.co/b4LKjmDWig
Thanks Javier for stopping by our office to #DefendDreamers. We must now past the #DreamAct. https://t.co/AuTavIebnA
Strongly support Durbin-Graham bill and dreamers.  Will work to pass bill. 6000 dreamers in MN alone. https://t.co/zQ0JYuOeOx
Last day of #MNstatefair! Been one to remember—great food &amp; people coming together from across MN. Check out our fa… https://t.co/XpxEWhKmSB
This Labor Day it's important to remember what today is all about: the men and women who work hard every day for all of us.
"Joe came to US as a kid; became citizen to fight in WWII. We should let Dreamers serve, not deport them. https://t.co/mr05HKVbnC #DefendDACA"
"Admin will soon decide future of kids brought to US through no fault of their own, who've made this country their home. We must #DefendDACA."
RT @MinnesotaDFL: She's here! We're excited to have Sen. @amyklobuchar at the DFL booth! https://t.co/eRJM63g5pF
Lost DFL former party chair Rick Stafford today after long illness.Rick was a Wellstone progressive before Wellstone &amp; we will all miss him
Thanks to @MNFarmBureau for hosting event on Cuba and lifting Embargo.  Also thanks to @tinaflintsmith for her work! https://t.co/30rneOf8T4
Thanks @EllisonCampaign @keithellison for including me in your annual Labor Day weekend picnic this year!  Great cr… https://t.co/CSX6juqVCh
I met with Alexandria FD &amp; firefighter widows about my bill to take better care of firefighters who take care of us. https://t.co/RBsDZGjHgE
"Why we need my bill to protect elections:Russian Hacking Efforts, Wider Than Previously Known, Draw Little Scrutiny  https://t.co/Il8KqaspAK"
"Proud of MN Guard, led by Major Gen. Nash who's pictured below, sending support for TX rescue/recovery. In US, we t… https://t.co/Zfvc7NBjpq"
This #MNstatefair story has it all! Skyline proposals… Pop-up weddings… Champagne on a stick! https://t.co/ds9RUwBziT
Good visit to @MightyAxeHops MN's biggest hop farm. Tried some great @DangerousMan7 craft beer.  Our craft beer ind… https://t.co/0C7lZknkse
!!!! Trump voting panel apologizes after judge calls failure to disclose information ‘incredible’ https://t.co/84VfyCKpKr
Thanks for having me on @Lynn_Ketelsen and for keeping Minnesotans informed about farm and rural issues! https://t.co/ScD8RNDjYo
"RT @CattlemenMN: Thanks @amyklobuchar for discussing #CattlemenMN priorities today! Great conversation about FMD vac. bank, CRP, health ins…"
Spoke w servicemembers &amp; veterans in Moorhead abt experiences &amp; my bills to get Nat'l Guard &amp; Reservists same benefits for same deployment.
Nat'l praise from @NIHDirector for #UMN epidemiologist &amp; youth baseball coach @tobenfnelson who sees a crossover be… https://t.co/v30QlWLUKJ
Great to take part in the #MNstatefair's Military Appreciation Day. Congrats to the 34th Red Bull Division on their 100th anniversary.
Studies show auto voter reg boosts democratic participation. I'm introducing a bill to make it law nationwide. https://t.co/pmUOkhHyKc
This is helpful...Where to Donate to Harvey Victims (and How to Avoid Scams)  https://t.co/skssdcv2be
Spoke w @USTravelESTO about getting more international visitors to MN &amp; the US. Tourism is vital to increasing jobs &amp; improving economy.
"Stay safe, Houston. Minnesota stands with you as you recover from this disaster. https://t.co/qlgypFQGZl"
"He was such a good guy.  Obituary: Food writer, author and humorist Al Sicherman https://t.co/BtYKBjXIDy"
Met w/ @trushrimp leadership about plans to build new harbor in Southern MN. Will mean hundreds of new jobs &amp; big boost to MN ag!
My new FB banner of waterfalls is from Robert Cunningham of Burnsville as part of Best MN Summer Photo contest. https://t.co/Pv4bYihSLo
"Spoke w/ Worthington leaders abt my bipartisan bill to boost rural call completion. For biz or emergencies, everyone needs reliable service."
Devastating..key w/floods: following emergency orders..Water 'is swallowing us up': Catastrophic floods hit Houston https://t.co/waeG3yaQXq
Toured @RedAreaHospital &amp; met w staff abt major expansion. Supporting USDA funding for plan b/c rural hospitals are critical to MN.
"St. Peter just opened its new high school &amp; it was great to join students, teachers &amp; residents today. Happy kids w… https://t.co/WWd5ZUfCPR"
"Unprecedented. The pardon of Joe Arpaio shows disregard and contempt for due process &amp; our criminal justice system.

https://t.co/CpNzZOJmVH"
Keeping brave Americans out of the military who are willing to serve does not make our country safer. #ProtectTransTroops
Working across the aisle to make sure the next Farm Bill helps the next generation of Minnesota farmers. https://t.co/1MQCT1P0o1
Good to see that after terrible tragedy @MinnehahaAcad has found a temporary home for their upper campus students. https://t.co/Bqvzd0XNOf
Look forward to @mnstatefair opening  all year! Great chance to talk w Minnesotans. Here I am w Princess Kay of the… https://t.co/IEysLwT9ns
You've heard of photo-bombing?  Well @SenFranken radio bombed me today @wccoradio booth.  You never know who you ru… https://t.co/yVenoG2OmV
"With this year's @mnstatefair just a day away, shared one of my favorite State Fair memories! What are yours? https://t.co/2g5B8in8yD"
RT @OpenFairSkies: Thank you Sen @AmyKlobuchar &amp; @RepTomEmmer for standing up for workers in Minnesota and across the country in support of…
Exactly Noah!  Thanks for caring about people voting. If people can't vote we lose our democracy. It is a civil lib… https://t.co/ztfDCrqr7v
"Great fun on @TheDailyShow w/ @Trevornoah talking about voting rights, Rx drug prices &amp; more. Watch/share interview: https://t.co/hYkgs1ViJi"
"Great fun on @TheDailyShow w/ @Trevornoah talking about voting rights, Rx drug prices &amp; more. Watch/share interview… https://t.co/H6PXqeHU7Q"
Thanks for watching Iris! https://t.co/8ZesMvNIZc
Inspiring story of a young Minnesota boy &amp; his family who have shown incredible character in the face of adversity.  https://t.co/iqM5Budt6E
RT @willphillips74: Hosting @amyklobuchar &amp; community partners today for a discussion on fraud &amp; scams &amp;  what can be done to protect peopl…
Joined @RepTomEmmer &amp; @Delta employees to rally for fair enforcement of Open Skies agreements--critical to keeping US airlines competitive.
Met w MN leaders &amp; advocates about how we should keep building US/Cuba relationship &amp; ensure it helps our businesse… https://t.co/BYsVRJqhVb
RT @twincitiesortho: Minnesota Prosthetics &amp; Orthotics was honored to host @amyklobuchar for Wounded Warrior Workforce Enhancement Act. htt…
Now that we're done w/the solar eclipse...Expert tips to make the most of your Minnesota State Fair adventures https://t.co/U1dhBEvSUQ
Catching the #SolarEclipse! Wow! https://t.co/gSnq81RGg2
Telemarketing fraud is a $40B industry &amp; often targets seniors. Spoke today w MN seniors &amp; advocates abt my bills to crack down on scammers.
"10 yrs since flooding in Rushford, was good to be back today celebrating the city's resilience &amp; bright days ahead."
This 6 gen farming family is an example of MN's deep farming tradition &amp; why we're #1 in turkey production! https://t.co/uiuEikCQ3t
So good to see @RonSchara and Raven @GameFairUSA https://t.co/OKt0wGK7Lt
RT @stcloudstate: @AmyKlobuchar visited @stcloudstate to learn about the impact on students of a $5 million @NSF grant. https://t.co/TqfXsR…
Good to be at St. Cloud State University to talk STEM. School got major grant from National Science Foundation to boost STEM education.
Had a great time at Game Fair today talking with MN sportsmen &amp; women.
Spoke w MN vets about my bill to expand access to prosthetics for veterans &amp; strengthen workforce. https://t.co/feq8kHqVSt
This week I saw the destruction at the mosque. Good to see MN stepping up to support Muslim community. Thx… https://t.co/rsz1kfU97X
Breaking: Trump Tells Aides He Has Decided to Remove Stephen Bannon - https://t.co/diaVflOlA6 https://t.co/cA76NDDnnB
3M CEO takes moral high ground while Trump equivocates https://t.co/XmzGZoCqkt
"My thoughts are with the people of #Barcelona, the victims, and their families."
"Introduced bill w @JohnCornyn, @SenDeanHeller, &amp; @SenBennetCO to address the rape kit backlog &amp; help get victims the justice they deserve."
breaking: FBI offers $30K reward for info in Minnesota mosque bombing https://t.co/Ljd9TT0KFW
"Joined truckers, advocates &amp; law enforcement to discuss my bipartisan bill to fight trafficking in transpo sector. https://t.co/4iceLf9hty"
ICYMI - My thoughts from Sunday on Charlottesville. https://t.co/GEb6nbDuRh
Here's a heartwarming story! 94-year-old puts in pool for neighborhood kids https://t.co/FVTwF7mnB5
Ruth Berg &amp; John Carlson had many friends in MN. Many mourn loss. Service held for Minnehaha Academy's Ruth Berg https://t.co/UbyFMeyV33
More horrific violence on UVA campus: Car plows through crowd during white nationalist protests in Va. https://t.co/sTnMBhTMBu
"Thank you Mayor @MikeSigner for your leadership.  We stand with you, the people of Charlottesville &amp; the students o… https://t.co/KKuqQdSuqp"
"Check out my new FB banner from ""Best Minnesota Summer Photo"" contest - photo of fireworks &amp; lightning on the 4th. 
https://t.co/t7gjzYte4Z"
Last week the Senate passed my bill w @SenatorWicker to increase the role of patients in @US_FDA review of risk/benefits of new treatments.
Happy 25th birthday to Minnesota's iconic @mallofamerica! Here's to another 25 years!
Introduced bill w @RoyBlunt to prevent foreign influence in elections by helping ensure online credit card donations come from US donors.
Veterans risk their lives for us &amp; this nonprofit is giving back by helping these MN heroes get housing they need. https://t.co/UPJKWKJm9P
Tons of scams target our seniors. Senate took step to help by passing my bill w @SenatorCollins to crack down on these schemes.
"Check out my new FB banner from ""Best Minnesota Summer Photo"" contest - a beautiful sunset over a lake in Waseca. https://t.co/rCV3e2uYPf"
So glad no one injured &amp; we stand with our MN Muslim community today. Blast rocks Islamic center in Bloomington https://t.co/UJwkzKnEki
ICYMI: Spoke to Senate about I-35W bridge collapse &amp; need for bipartisan solutions to improve US infrastructure. https://t.co/zu1o8n8MAO
"Was in Little Canada, MN recently. My bill w @SenJohnMcCain would lower Rx drug prices by importing safe, cheaper d… https://t.co/RgZ7EgtjMj"
Senate passed my bill w @JohnCornyn to strengthen oversight on the guardians of American seniors.
So much has been happening. Check out my update on what got done this week! https://t.co/DrFHPzwxIh
"RT @NTCAconnect: Thankful for @amyklobuchar &amp; @SenJohnThune's leadership on passage of call completion bill, a positive step for rural cons…"
My new bill w 33 senators lets Medicare negotiate Rx drug prices &amp; use bargaining power of seniors to lower costs. https://t.co/hJWHTK11OR
Thanks to leaders on both sides of aisle--&amp; St. Croix River--who helped us make this beautiful new bridge possible. https://t.co/35C3kRFmk7
Thanks to @SenKamalaHarris on your leadership on lowering prescription drug costs and thanks for signing on to the… https://t.co/wwkpWV0Ntr
Thoughts and prayers are with the families and staff of Minnehaha Academy and the emergency personnel responding to the explosion &amp; fire.
Voted to confirm new FBI director Chris Wray today.  He has the experience and integrity to lead the FBI during a difficult time.
"10 yrs after I-35W bridge collapse, Congress must take bipartisan action to keep roads/bridges/rails safe. https://t.co/sVY30xGOQR"
Thanks @timkaine for your leadership and work on prescription drugs! https://t.co/KN0i3JUg1o
Already working with farmers and rural Minnesotans to make the next Farm Bill even better for our state. https://t.co/iQtSc84xhR
Another example of why we need to pass my bill to help states strengthen their election cybersecurity. https://t.co/VKZaqLCzua
Can't wait for this year's @mnstatefair. Hope to see you there! #MNStateFair https://t.co/3nCNN4ABYK
Proud to join WWII vets &amp; families for wreath laying ceremony for the 96th Infantry Division. They are heroes. https://t.co/C2m6fCUivR
.@OregonGovBrown and I met up in MN to talk about our efforts to make voter registration automatic. Watch and RT. https://t.co/P3CpBUVLDB
"Hope everyone in Olivia, MN -- ""Corn Capital of the World"" -- is enjoying the 50th celebration of Corn Capital Days. https://t.co/rxcCupwXSq"
Visited new St Croix Crossing bridge today. I know that Aug 2 will be a great day for everyone who worked to make this project a reality.
Let's come together on healthcare. One place to start? My 5 bills - 4 of them bipartisan - to lower Rx drug costs. https://t.co/mGTVSXD2Yp
"Thanks to Lisa Murkowski, Susan Collins and John McCain for showing such strong leadership tonight."
My friend John McCain just voted no and the bill is going down.  Time to work across the aisle to improve the ACA.  That's leadership.
M
This is important to make it clear that we won't tolerate Russian interference in our democracy.  https://t.co/WJ6cyoOjhH
Talked with @maddow about the Senate healthcare bill and Attorney General Sessions. Watch and share my interview: https://t.co/utIobJqlK9
Glad to hear this good news. We're all pulling for Rep. Scalise.  https://t.co/I5fIPk5rG8
"Transgender Americans serving our country in the military should be thanked for their service, not attacked!"
RT @alsassociation: Thanks to  Sen. @BillCassidy &amp; Sen. @amyklobuchar for speech generating devices legislation S1132. https://t.co/DJE4guG…
"RT @EMKInstitute: On @MorningEdition, Sen. @amyklobuchar talked about presidential admin. officials meeting w/ the Senate Intel Cmte. https…"
This isn't over. We can still keep tens of millions of Americans from losing healthcare. Can't give up - those families are counting on us.
MN's former Senator David Durenberger has a lot of important things to say about today's vote. https://t.co/y4Oeux2VTZ
This is important. I've been calling for public hearings because the people deserve to know the truth. https://t.co/hO6tce44L5
Last night I spoke on Senate floor about why we can't take healthcare from millions. Should work on bipartisan solutions instead.
RT @AndreaWalshHP: Proud to be at @regionshospital with @amyklobuchar to highlight the need to make prescription drugs more affordable for…
.@SenMikeLee and I called on @US_FDA to encourage temporary importation to decrease cost of Rx drugs that have little competition.
Americans - like these Minnesotans I met with yesterday - deserve a better deal on prescription drug costs. https://t.co/gvnk2HTDk1
Spoke w doctors &amp; MN families abt the rising price of insulin. Need to pass my bipartisan bills &amp; curb costs on life-saving drugs.
